País de residencia	Tipo de dato	Gastos y duración media de los viajes	Periodo	Total
Reino Unido	Tasa de variación anual	Duración media de los viajes	2019M06	-4,56
Reino Unido	Tasa de variación anual	Duración media de los viajes	2019M05	-12,33
Reino Unido	Tasa de variación anual	Duración media de los viajes	2019M04	-4,77
Reino Unido	Tasa de variación anual	Duración media de los viajes	2019M03	-2,95
Reino Unido	Tasa de variación anual	Duración media de los viajes	2019M02	-6,51
Reino Unido	Tasa de variación anual	Duración media de los viajes	2019M01	0,02
Reino Unido	Tasa de variación anual	Duración media de los viajes	2018M12	-3,68
Reino Unido	Tasa de variación anual	Duración media de los viajes	2018M11	-8,71
Reino Unido	Tasa de variación anual	Duración media de los viajes	2018M10	-4,38
Reino Unido	Tasa de variación anual	Duración media de los viajes	2018M09	5,33
Reino Unido	Tasa de variación anual	Duración media de los viajes	2018M08	-3,25
Reino Unido	Tasa de variación anual	Duración media de los viajes	2018M07	-0,08
Reino Unido	Tasa de variación anual	Duración media de los viajes	2018M06	1,00
Reino Unido	Tasa de variación anual	Duración media de los viajes	2018M05	0,09
Reino Unido	Tasa de variación anual	Duración media de los viajes	2018M04	-3,81
Reino Unido	Tasa de variación anual	Duración media de los viajes	2018M03	0,54
Reino Unido	Tasa de variación anual	Duración media de los viajes	2018M02	1,81
Reino Unido	Tasa de variación anual	Duración media de los viajes	2018M01	-5,31
Reino Unido	Tasa de variación anual	Duración media de los viajes	2017M12	-8,97
Reino Unido	Tasa de variación anual	Duración media de los viajes	2017M11	4,11
Reino Unido	Tasa de variación anual	Duración media de los viajes	2017M10	-0,68
Reino Unido	Tasa de variación anual	Duración media de los viajes	2017M09	-9,11
Reino Unido	Tasa de variación anual	Duración media de los viajes	2017M08	-6,25
Reino Unido	Tasa de variación anual	Duración media de los viajes	2017M07	-7,21
Reino Unido	Tasa de variación anual	Duración media de los viajes	2017M06	-3,19
Reino Unido	Tasa de variación anual	Duración media de los viajes	2017M05	6,88
Reino Unido	Tasa de variación anual	Duración media de los viajes	2017M04	-1,56
Reino Unido	Tasa de variación anual	Duración media de los viajes	2017M03	-2,11
Reino Unido	Tasa de variación anual	Duración media de los viajes	2017M02	-5,55
Reino Unido	Tasa de variación anual	Duración media de los viajes	2017M01	3,18
Reino Unido	Tasa de variación anual	Duración media de los viajes	2016M12	-17,23
Reino Unido	Tasa de variación anual	Duración media de los viajes	2016M11	-1,42
Reino Unido	Tasa de variación anual	Duración media de los viajes	2016M10	-5,77
Reino Unido	Tasa de variación anual	Duración media de los viajes	2016M09	1,18
Reino Unido	Tasa de variación anual	Duración media de los viajes	2016M08	0,39
Reino Unido	Tasa de variación anual	Duración media de los viajes	2016M07	-2,13
Reino Unido	Tasa de variación anual	Duración media de los viajes	2016M06	0,10
Reino Unido	Tasa de variación anual	Duración media de los viajes	2016M05	-3,37
Reino Unido	Tasa de variación anual	Duración media de los viajes	2016M04	-7,46
Reino Unido	Tasa de variación anual	Duración media de los viajes	2016M03	-0,65
Reino Unido	Tasa de variación anual	Duración media de los viajes	2016M02	-7,49
Reino Unido	Tasa de variación anual	Duración media de los viajes	2016M01	-5,74
Reino Unido	Tasa de variación anual	Duración media de los viajes	2015M12	17,79
Reino Unido	Tasa de variación anual	Duración media de los viajes	2015M11	-8,23
Reino Unido	Tasa de variación anual	Duración media de los viajes	2015M10	-6,04
Países Nórdicos	Dato base	Gasto total	2020M09	38,50
Países Nórdicos	Dato base	Gasto total	2020M08	64,98
Países Nórdicos	Dato base	Gasto total	2020M07	121,98
Países Nórdicos	Dato base	Gasto total	2020M06	3,25
Países Nórdicos	Dato base	Gasto total	2020M05	0,00
Países Nórdicos	Dato base	Gasto total	2020M04	0,00
Países Nórdicos	Dato base	Gasto total	2020M03	220,86
Países Nórdicos	Dato base	Gasto total	2020M02	488,86
Países Nórdicos	Dato base	Gasto total	2020M01	437,22
Países Nórdicos	Dato base	Gasto total	2019M12	480,13
Países Nórdicos	Dato base	Gasto total	2019M11	563,96
Países Nórdicos	Dato base	Gasto total	2019M10	640,52
Países Nórdicos	Dato base	Gasto total	2019M09	514,25
Países Nórdicos	Dato base	Gasto total	2019M08	539,04
Países Nórdicos	Dato base	Gasto total	2019M07	879,15
Países Nórdicos	Dato base	Gasto total	2019M06	558,42
Países Nórdicos	Dato base	Gasto total	2019M05	462,18
Países Nórdicos	Dato base	Gasto total	2019M04	561,40
Países Nórdicos	Dato base	Gasto total	2019M03	640,35
Países Nórdicos	Dato base	Gasto total	2019M02	449,18
Países Nórdicos	Dato base	Gasto total	2019M01	470,57
Países Nórdicos	Dato base	Gasto total	2018M12	476,65
Países Nórdicos	Dato base	Gasto total	2018M11	533,03
Países Nórdicos	Dato base	Gasto total	2018M10	658,09
Países Nórdicos	Dato base	Gasto total	2018M09	499,78
Países Nórdicos	Dato base	Gasto total	2018M08	513,75
Países Nórdicos	Dato base	Gasto total	2018M07	1.022,79
Países Nórdicos	Dato base	Gasto total	2018M06	575,38
Países Nórdicos	Dato base	Gasto total	2018M05	541,04
Países Nórdicos	Dato base	Gasto total	2018M04	552,94
Países Nórdicos	Dato base	Gasto total	2018M03	631,80
Países Nórdicos	Dato base	Gasto total	2018M02	503,98
Países Nórdicos	Dato base	Gasto total	2018M01	545,03
Países Nórdicos	Dato base	Gasto total	2017M12	524,16
Países Nórdicos	Dato base	Gasto total	2017M11	560,73
Países Nórdicos	Dato base	Gasto total	2017M10	654,50
Países Nórdicos	Dato base	Gasto total	2017M09	534,07
Países Nórdicos	Dato base	Gasto total	2017M08	534,64
Países Nórdicos	Dato base	Gasto total	2017M07	947,80
Países Nórdicos	Dato base	Gasto total	2017M06	534,60
Países Nórdicos	Dato base	Gasto total	2017M05	543,99
Países Nórdicos	Dato base	Gasto total	2017M04	578,15
Países Nórdicos	Dato base	Gasto total	2017M03	596,79
Países Nórdicos	Dato base	Gasto total	2017M02	495,80
Países Nórdicos	Dato base	Gasto total	2017M01	477,16
Países Nórdicos	Dato base	Gasto total	2016M12	492,75
Países Nórdicos	Dato base	Gasto total	2016M11	484,87
Países Nórdicos	Dato base	Gasto total	2016M10	587,81
Países Nórdicos	Dato base	Gasto total	2016M09	416,99
Países Nórdicos	Dato base	Gasto total	2016M08	426,38
Países Nórdicos	Dato base	Gasto total	2016M07	817,74
Países Nórdicos	Dato base	Gasto total	2016M06	418,73
Países Nórdicos	Dato base	Gasto total	2016M05	384,16
Países Nórdicos	Dato base	Gasto total	2016M04	463,99
Países Nórdicos	Dato base	Gasto total	2016M03	536,79
Países Nórdicos	Dato base	Gasto total	2016M02	473,38
Países Nórdicos	Dato base	Gasto total	2016M01	493,27
Países Nórdicos	Dato base	Gasto total	2015M12	426,94
Países Nórdicos	Dato base	Gasto total	2015M11	469,27
Países Nórdicos	Dato base	Gasto total	2015M10	526,16
Países Nórdicos	Dato base	Gasto medio por persona	2020M09	1.067
Países Nórdicos	Dato base	Gasto medio por persona	2020M08	1.354
Países Nórdicos	Dato base	Gasto medio por persona	2020M07	1.280
Países Nórdicos	Dato base	Gasto medio por persona	2020M06	820
Países Nórdicos	Dato base	Gasto medio por persona	2020M05	0
Países Nórdicos	Dato base	Gasto medio por persona	2020M04	0
Países Nórdicos	Dato base	Gasto medio por persona	2020M03	1.346
Países Nórdicos	Dato base	Gasto medio por persona	2020M02	1.243
Países Nórdicos	Dato base	Gasto medio por persona	2020M01	1.278
Países Nórdicos	Dato base	Gasto medio por persona	2019M12	1.319
Países Nórdicos	Dato base	Gasto medio por persona	2019M11	1.328
Países Nórdicos	Dato base	Gasto medio por persona	2019M10	1.138
Países Nórdicos	Dato base	Gasto medio por persona	2019M09	1.070
Países Nórdicos	Dato base	Gasto medio por persona	2019M08	1.378
Países Nórdicos	Dato base	Gasto medio por persona	2019M07	1.328
Países Nórdicos	Dato base	Gasto medio por persona	2019M06	1.122
Países Nórdicos	Dato base	Gasto medio por persona	2019M05	1.070
Países Nórdicos	Dato base	Gasto medio por persona	2019M04	1.247
Países Nórdicos	Dato base	Gasto medio por persona	2019M03	1.297
Países Nórdicos	Dato base	Gasto medio por persona	2019M02	1.143
Países Nórdicos	Dato base	Gasto medio por persona	2019M01	1.244
Países Nórdicos	Dato base	Gasto medio por persona	2018M12	1.273
Países Nórdicos	Dato base	Gasto medio por persona	2018M11	1.302
Países Nórdicos	Dato base	Gasto medio por persona	2018M10	1.183
Países Nórdicos	Dato base	Gasto medio por persona	2018M09	1.068
Países Nórdicos	Dato base	Gasto medio por persona	2018M08	1.289
Países Nórdicos	Dato base	Gasto medio por persona	2018M07	1.336
Países Nórdicos	Dato base	Gasto medio por persona	2018M06	1.063
Países Nórdicos	Dato base	Gasto medio por persona	2018M05	1.137
Países Nórdicos	Dato base	Gasto medio por persona	2018M04	1.194
Países Nórdicos	Dato base	Gasto medio por persona	2018M03	1.253
Países Nórdicos	Dato base	Gasto medio por persona	2018M02	1.199
Países Nórdicos	Dato base	Gasto medio por persona	2018M01	1.278
Países Nórdicos	Dato base	Gasto medio por persona	2017M12	1.322
Países Nórdicos	Dato base	Gasto medio por persona	2017M11	1.287
Países Nórdicos	Dato base	Gasto medio por persona	2017M10	1.119
Países Nórdicos	Dato base	Gasto medio por persona	2017M09	1.072
Países Nórdicos	Dato base	Gasto medio por persona	2017M08	1.240
Países Nórdicos	Dato base	Gasto medio por persona	2017M07	1.252
Países Nórdicos	Dato base	Gasto medio por persona	2017M06	1.061
Países Nórdicos	Dato base	Gasto medio por persona	2017M05	1.097
Países Nórdicos	Dato base	Gasto medio por persona	2017M04	1.222
Países Nórdicos	Dato base	Gasto medio por persona	2017M03	1.309
Países Nórdicos	Dato base	Gasto medio por persona	2017M02	1.208
Países Nórdicos	Dato base	Gasto medio por persona	2017M01	1.245
Países Nórdicos	Dato base	Gasto medio por persona	2016M12	1.348
Países Nórdicos	Dato base	Gasto medio por persona	2016M11	1.210
Países Nórdicos	Dato base	Gasto medio por persona	2016M10	1.092
Países Nórdicos	Dato base	Gasto medio por persona	2016M09	1.017
Países Nórdicos	Dato base	Gasto medio por persona	2016M08	1.220
Países Nórdicos	Dato base	Gasto medio por persona	2016M07	1.245
Países Nórdicos	Dato base	Gasto medio por persona	2016M06	1.022
Países Nórdicos	Dato base	Gasto medio por persona	2016M05	1.070
Países Nórdicos	Dato base	Gasto medio por persona	2016M04	1.160
Países Nórdicos	Dato base	Gasto medio por persona	2016M03	1.195
Países Nórdicos	Dato base	Gasto medio por persona	2016M02	1.187
Países Nórdicos	Dato base	Gasto medio por persona	2016M01	1.260
Países Nórdicos	Dato base	Gasto medio por persona	2015M12	1.258
Países Nórdicos	Dato base	Gasto medio por persona	2015M11	1.291
Países Nórdicos	Dato base	Gasto medio por persona	2015M10	1.036
Países Nórdicos	Dato base	Gasto medio diario por persona	2020M09	119
Países Nórdicos	Dato base	Gasto medio diario por persona	2020M08	123
Países Nórdicos	Dato base	Gasto medio diario por persona	2020M07	122
Países Nórdicos	Dato base	Gasto medio diario por persona	2020M06	162
Países Nórdicos	Dato base	Gasto medio diario por persona	2020M05	0
Países Nórdicos	Dato base	Gasto medio diario por persona	2020M04	0
Países Nórdicos	Dato base	Gasto medio diario por persona	2020M03	144
Países Nórdicos	Dato base	Gasto medio diario por persona	2020M02	156
Países Nórdicos	Dato base	Gasto medio diario por persona	2020M01	143
Países Nórdicos	Dato base	Gasto medio diario por persona	2019M12	138
Países Nórdicos	Dato base	Gasto medio diario por persona	2019M11	159
Países Nórdicos	Dato base	Gasto medio diario por persona	2019M10	154
Países Nórdicos	Dato base	Gasto medio diario por persona	2019M09	163
Países Nórdicos	Dato base	Gasto medio diario por persona	2019M08	150
Países Nórdicos	Dato base	Gasto medio diario por persona	2019M07	143
Países Nórdicos	Dato base	Gasto medio diario por persona	2019M06	148
Países Nórdicos	Dato base	Gasto medio diario por persona	2019M05	149
Países Nórdicos	Dato base	Gasto medio diario por persona	2019M04	137
Países Nórdicos	Dato base	Gasto medio diario por persona	2019M03	146
Países Nórdicos	Dato base	Gasto medio diario por persona	2019M02	157
Países Nórdicos	Dato base	Gasto medio diario por persona	2019M01	143
Países Nórdicos	Dato base	Gasto medio diario por persona	2018M12	143
Países Nórdicos	Dato base	Gasto medio diario por persona	2018M11	149
Países Nórdicos	Dato base	Gasto medio diario por persona	2018M10	142
Países Nórdicos	Dato base	Gasto medio diario por persona	2018M09	162
Países Nórdicos	Dato base	Gasto medio diario por persona	2018M08	141
Países Nórdicos	Dato base	Gasto medio diario por persona	2018M07	137
Países Nórdicos	Dato base	Gasto medio diario por persona	2018M06	148
Países Nórdicos	Dato base	Gasto medio diario por persona	2018M05	138
Países Nórdicos	Dato base	Gasto medio diario por persona	2018M04	133
Países Nórdicos	Dato base	Gasto medio diario por persona	2018M03	137
Países Nórdicos	Dato base	Gasto medio diario por persona	2018M02	141
Países Nórdicos	Dato base	Gasto medio diario por persona	2018M01	149
Países Nórdicos	Dato base	Gasto medio diario por persona	2017M12	133
Países Nórdicos	Dato base	Gasto medio diario por persona	2017M11	138
Países Nórdicos	Dato base	Gasto medio diario por persona	2017M10	145
Países Nórdicos	Dato base	Gasto medio diario por persona	2017M09	152
Países Nórdicos	Dato base	Gasto medio diario por persona	2017M08	143
Países Nórdicos	Dato base	Gasto medio diario por persona	2017M07	132
Países Nórdicos	Dato base	Gasto medio diario por persona	2017M06	141
Países Nórdicos	Dato base	Gasto medio diario por persona	2017M05	135
Países Nórdicos	Dato base	Gasto medio diario por persona	2017M04	145
Países Nórdicos	Dato base	Gasto medio diario por persona	2017M03	132
Países Nórdicos	Dato base	Gasto medio diario por persona	2017M02	145
Países Nórdicos	Dato base	Gasto medio diario por persona	2017M01	135
Países Nórdicos	Dato base	Gasto medio diario por persona	2016M12	132
Países Nórdicos	Dato base	Gasto medio diario por persona	2016M11	144
Países Nórdicos	Dato base	Gasto medio diario por persona	2016M10	138
Países Nórdicos	Dato base	Gasto medio diario por persona	2016M09	147
Países Nórdicos	Dato base	Gasto medio diario por persona	2016M08	137
Países Nórdicos	Dato base	Gasto medio diario por persona	2016M07	121
Países Nórdicos	Dato base	Gasto medio diario por persona	2016M06	135
Países Nórdicos	Dato base	Gasto medio diario por persona	2016M05	138
Países Nórdicos	Dato base	Gasto medio diario por persona	2016M04	138
Países Nórdicos	Dato base	Gasto medio diario por persona	2016M03	131
Países Nórdicos	Dato base	Gasto medio diario por persona	2016M02	135
Países Nórdicos	Dato base	Gasto medio diario por persona	2016M01	135
Países Nórdicos	Dato base	Gasto medio diario por persona	2015M12	130
Países Nórdicos	Dato base	Gasto medio diario por persona	2015M11	133
Países Nórdicos	Dato base	Gasto medio diario por persona	2015M10	137
Países Nórdicos	Dato base	Duración media de los viajes	2020M09	8,94
Países Nórdicos	Dato base	Duración media de los viajes	2020M08	11,05
Países Nórdicos	Dato base	Duración media de los viajes	2020M07	10,52
Países Nórdicos	Dato base	Duración media de los viajes	2020M06	5,05
Países Nórdicos	Dato base	Duración media de los viajes	2020M05	0,00
Países Nórdicos	Dato base	Duración media de los viajes	2020M04	0,00
Países Nórdicos	Dato base	Duración media de los viajes	2020M03	9,37
Países Nórdicos	Dato base	Duración media de los viajes	2020M02	7,95
Países Nórdicos	Dato base	Duración media de los viajes	2020M01	8,92
Países Nórdicos	Dato base	Duración media de los viajes	2019M12	9,55
Países Nórdicos	Dato base	Duración media de los viajes	2019M11	8,38
Países Nórdicos	Dato base	Duración media de los viajes	2019M10	7,40
Países Nórdicos	Dato base	Duración media de los viajes	2019M09	6,57
Países Nórdicos	Dato base	Duración media de los viajes	2019M08	9,19
Países Nórdicos	Dato base	Duración media de los viajes	2019M07	9,26
Países Nórdicos	Dato base	Duración media de los viajes	2019M06	7,56
Países Nórdicos	Dato base	Duración media de los viajes	2019M05	7,17
Países Nórdicos	Dato base	Duración media de los viajes	2019M04	9,13
Países Nórdicos	Dato base	Duración media de los viajes	2019M03	8,91
Países Nórdicos	Dato base	Duración media de los viajes	2019M02	7,30
Países Nórdicos	Dato base	Duración media de los viajes	2019M01	8,68
Países Nórdicos	Dato base	Duración media de los viajes	2018M12	8,93
Países Nórdicos	Dato base	Duración media de los viajes	2018M11	8,77
Países Nórdicos	Dato base	Duración media de los viajes	2018M10	8,30
Países Nórdicos	Dato base	Duración media de los viajes	2018M09	6,58
Países Nórdicos	Dato base	Duración media de los viajes	2018M08	9,13
Países Nórdicos	Dato base	Duración media de los viajes	2018M07	9,74
Países Nórdicos	Dato base	Duración media de los viajes	2018M06	7,20
Países Nórdicos	Dato base	Duración media de los viajes	2018M05	8,23
Países Nórdicos	Dato base	Duración media de los viajes	2018M04	8,97
Países Nórdicos	Dato base	Duración media de los viajes	2018M03	9,13
Países Nórdicos	Dato base	Duración media de los viajes	2018M02	8,49
Países Nórdicos	Dato base	Duración media de los viajes	2018M01	8,60
Países Nórdicos	Dato base	Duración media de los viajes	2017M12	9,92
Países Nórdicos	Dato base	Duración media de los viajes	2017M11	9,30
Países Nórdicos	Dato base	Duración media de los viajes	2017M10	7,73
Países Nórdicos	Dato base	Duración media de los viajes	2017M09	7,06
Países Nórdicos	Dato base	Duración media de los viajes	2017M08	8,68
Países Nórdicos	Dato base	Duración media de los viajes	2017M07	9,50
Países Nórdicos	Dato base	Duración media de los viajes	2017M06	7,52
Países Nórdicos	Dato base	Duración media de los viajes	2017M05	8,10
Países Nórdicos	Dato base	Duración media de los viajes	2017M04	8,43
Países Nórdicos	Dato base	Duración media de los viajes	2017M03	9,91
Países Nórdicos	Dato base	Duración media de los viajes	2017M02	8,31
Países Nórdicos	Dato base	Duración media de los viajes	2017M01	9,21
Países Nórdicos	Dato base	Duración media de los viajes	2016M12	10,22
Países Nórdicos	Dato base	Duración media de los viajes	2016M11	8,42
Países Nórdicos	Dato base	Duración media de los viajes	2016M10	7,92
Países Nórdicos	Dato base	Duración media de los viajes	2016M09	6,91
Países Nórdicos	Dato base	Duración media de los viajes	2016M08	8,92
Países Nórdicos	Dato base	Duración media de los viajes	2016M07	10,28
Países Nórdicos	Dato base	Duración media de los viajes	2016M06	7,58
Países Nórdicos	Dato base	Duración media de los viajes	2016M05	7,76
Países Nórdicos	Dato base	Duración media de los viajes	2016M04	8,43
Países Nórdicos	Dato base	Duración media de los viajes	2016M03	9,12
Países Nórdicos	Dato base	Duración media de los viajes	2016M02	8,78
Países Nórdicos	Dato base	Duración media de los viajes	2016M01	9,35
Países Nórdicos	Dato base	Duración media de los viajes	2015M12	9,68
Países Nórdicos	Dato base	Duración media de los viajes	2015M11	9,71
Países Nórdicos	Dato base	Duración media de los viajes	2015M10	7,57
Países Nórdicos	Tasa de variación anual	Gasto total	2020M09	-92,51
Países Nórdicos	Tasa de variación anual	Gasto total	2020M08	-87,94
Países Nórdicos	Tasa de variación anual	Gasto total	2020M07	-86,13
Países Nórdicos	Tasa de variación anual	Gasto total	2020M06	-99,42
Países Nórdicos	Tasa de variación anual	Gasto total	2020M05	-100,00
Países Nórdicos	Tasa de variación anual	Gasto total	2020M04	-100,00
Países Nórdicos	Tasa de variación anual	Gasto total	2020M03	-65,51
Países Nórdicos	Tasa de variación anual	Gasto total	2020M02	8,83
Países Nórdicos	Tasa de variación anual	Gasto total	2020M01	-7,09
Países Nórdicos	Tasa de variación anual	Gasto total	2019M12	0,73
Países Nórdicos	Tasa de variación anual	Gasto total	2019M11	5,80
Países Nórdicos	Tasa de variación anual	Gasto total	2019M10	-2,67
Países Nórdicos	Tasa de variación anual	Gasto total	2019M09	2,90
Países Nórdicos	Tasa de variación anual	Gasto total	2019M08	4,92
Países Nórdicos	Tasa de variación anual	Gasto total	2019M07	-14,04
Países Nórdicos	Tasa de variación anual	Gasto total	2019M06	-2,95
Países Nórdicos	Tasa de variación anual	Gasto total	2019M05	-14,58
Países Nórdicos	Tasa de variación anual	Gasto total	2019M04	1,53
Países Nórdicos	Tasa de variación anual	Gasto total	2019M03	1,35
Países Nórdicos	Tasa de variación anual	Gasto total	2019M02	-10,87
Países Nórdicos	Tasa de variación anual	Gasto total	2019M01	-13,66
Países Nórdicos	Tasa de variación anual	Gasto total	2018M12	-9,06
Países Nórdicos	Tasa de variación anual	Gasto total	2018M11	-4,94
Países Nórdicos	Tasa de variación anual	Gasto total	2018M10	0,55
Países Nórdicos	Tasa de variación anual	Gasto total	2018M09	-6,42
Países Nórdicos	Tasa de variación anual	Gasto total	2018M08	-3,91
Países Nórdicos	Tasa de variación anual	Gasto total	2018M07	7,91
Países Nórdicos	Tasa de variación anual	Gasto total	2018M06	7,63
Países Nórdicos	Tasa de variación anual	Gasto total	2018M05	-0,54
Países Nórdicos	Tasa de variación anual	Gasto total	2018M04	-4,36
Países Nórdicos	Tasa de variación anual	Gasto total	2018M03	5,86
Países Nórdicos	Tasa de variación anual	Gasto total	2018M02	1,65
Países Nórdicos	Tasa de variación anual	Gasto total	2018M01	14,22
Países Nórdicos	Tasa de variación anual	Gasto total	2017M12	6,37
Países Nórdicos	Tasa de variación anual	Gasto total	2017M11	15,65
Países Nórdicos	Tasa de variación anual	Gasto total	2017M10	11,35
Países Nórdicos	Tasa de variación anual	Gasto total	2017M09	28,08
Países Nórdicos	Tasa de variación anual	Gasto total	2017M08	25,39
Países Nórdicos	Tasa de variación anual	Gasto total	2017M07	15,91
Países Nórdicos	Tasa de variación anual	Gasto total	2017M06	27,67
Países Nórdicos	Tasa de variación anual	Gasto total	2017M05	41,60
Países Nórdicos	Tasa de variación anual	Gasto total	2017M04	24,60
Países Nórdicos	Tasa de variación anual	Gasto total	2017M03	11,18
Países Nórdicos	Tasa de variación anual	Gasto total	2017M02	4,74
Países Nórdicos	Tasa de variación anual	Gasto total	2017M01	-3,27
Países Nórdicos	Tasa de variación anual	Gasto total	2016M12	15,41
Países Nórdicos	Tasa de variación anual	Gasto total	2016M11	3,32
Países Nórdicos	Tasa de variación anual	Gasto total	2016M10	11,72
Países Nórdicos	Tasa de variación anual	Gasto total	2016M09	2,85
Países Nórdicos	Tasa de variación anual	Gasto total	2016M08	9,61
Países Nórdicos	Tasa de variación anual	Gasto total	2016M07	14,18
Países Nórdicos	Tasa de variación anual	Gasto total	2016M06	-2,68
Países Nórdicos	Tasa de variación anual	Gasto total	2016M05	5,02
Países Nórdicos	Tasa de variación anual	Gasto total	2016M04	6,41
Países Nórdicos	Tasa de variación anual	Gasto total	2016M03	5,42
Países Nórdicos	Tasa de variación anual	Gasto total	2016M02	10,52
Países Nórdicos	Tasa de variación anual	Gasto total	2016M01	7,58
Países Nórdicos	Tasa de variación anual	Gasto total	2015M12	2,88
Países Nórdicos	Tasa de variación anual	Gasto total	2015M11	5,78
Países Nórdicos	Tasa de variación anual	Gasto total	2015M10	1,60
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2020M09	-0,36
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2020M08	-1,74
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2020M07	-3,56
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2020M06	-26,91
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2020M05	-100,00
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2020M04	-100,00
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2020M03	3,85
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2020M02	8,71
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2020M01	2,73
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2019M12	3,55
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2019M11	1,97
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2019M10	-3,76
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2019M09	0,22
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2019M08	6,93
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2019M07	-0,60
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2019M06	5,52
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2019M05	-5,87
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2019M04	4,45
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2019M03	3,50
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2019M02	-4,66
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2019M01	-2,70
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2018M12	-3,66
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2018M11	1,23
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2018M10	5,71
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2018M09	-0,38
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2018M08	3,92
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2018M07	6,69
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2018M06	0,25
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2018M05	3,70
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2018M04	-2,30
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2018M03	-4,32
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2018M02	-0,77
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2018M01	2,71
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2017M12	-1,93
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2017M11	6,34
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2017M10	2,50
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2017M09	5,39
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2017M08	1,66
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2017M07	0,57
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2017M06	3,73
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2017M05	2,53
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2017M04	5,31
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2017M03	9,52
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2017M02	1,75
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2017M01	-1,19
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2016M12	7,13
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2016M11	-6,31
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2016M10	5,33
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2016M09	-9,23
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2016M08	0,62
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2016M07	-0,19
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2016M06	-9,74
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2016M05	-4,50
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2016M04	-0,56
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2016M03	-7,31
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2016M02	-5,40
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2016M01	-7,59
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2015M12	-4,01
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2015M11	4,45
Países Nórdicos	Tasa de variación anual	Gasto medio por persona	2015M10	-10,97
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2020M09	-26,74
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2020M08	-18,30
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2020M07	-15,14
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2020M06	9,39
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2020M05	-100,00
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2020M04	-100,00
